company_name,industry,new_workers,ranking
"Apex Dental Partners",Health,120,360
"Kids in the Game",Education,120,360
"Western Peaks Logistics","Logistics & Transportation",120,360
Noble.com,"Government Services",120,360
"OneTrust Home Loans","Financial Services",120,360
"Millennium Trust Company","Financial Services",120,360
"Z Transportation","Logistics & Transportation",120,360
"Gorgo Group","Business Products & Services",120,360
"Camp Run-a-Mutt","Consumer Products & Services",120,360
"Reliant Funding","Financial Services",120,360
"Whim Hospitality","Business Products & Services",120,360
"Bevilacqua Research","Government Services",120,360
"Proven IT","Business Products & Services",120,360
Vidoori,"IT Management",119,361
Ceros,Software,119,361
CirrusLabs,"IT Services",119,361
"Lady M Confections Co.","Food & Beverage",119,361
"Freedom Boat Club","Consumer Products & Services",119,361
"Affinity Dental Management",Health,118,362
SupplyCore,"Government Services",118,362
"Ridgeline International",Telecommunications,117,363
"Sehlke Consulting","Government Services",117,363
"Elevation Solar",Energy,117,363
"Avant Healthcare Professionals",Health,117,363
Conversica,Software,117,363
Motus,Software,116,364
"Exponential Property Group","Real Estate",116,364
"The Lockwood Group","Advertising & Marketing",116,364
Redhorse,"Government Services",116,364
"SMS Lodging","Real Estate",116,364
"Cross Country Home Services",Insurance,116,364
"VS carriers","Logistics & Transportation",116,364
"The Wireless Experience",Retail,116,364
Bluecore,"Advertising & Marketing",115,365
"Thompson Healthcare & Sports Medicine",Health,115,365
"Oscar Orduno",Construction,115,365
Netrush,Retail,115,365
Jane.com,"Consumer Products & Services",115,365
ARIIX,"Consumer Products & Services",115,365
"Cook Security Group",Security,115,365
RPM,"Logistics & Transportation",114,366
"Cutting Edge Countertops",Construction,114,366
"Sender One Climbing","Consumer Products & Services",114,366
"Atlas Research","Government Services",113,367
Repay,"Financial Services",113,367
Aduro,Health,113,367
Ceterus,Software,112,368
"GPS Trackit",Software,112,368
ESO,Software,111,369
"Spot Freight","Logistics & Transportation",111,369
PrinterLogic,Software,111,369
"Kenna Security",Security,110,370
"Midway Dental Supply",Health,110,370
Reverb.com,Retail,110,370
"Lima One Capital","Financial Services",110,370
"Optiline Enterprises",Construction,110,370
"O.P.E.N. America","Business Products & Services",110,370
"Light Dental Studios",Health,110,370
WebFX,"Advertising & Marketing",110,370
"SEJ Services","Business Products & Services",110,370
"Akuranvyka DBA","Food & Beverage",110,370
"Milk + Honey","Consumer Products & Services",110,370
"Innovative Office Solutions","Business Products & Services",110,370
"Rogers Healy and Associates Real Estate","Real Estate",110,370
"MSNW Group","Business Products & Services",110,370
"CGC Consulting",Engineering,109,371
"US Med-Equip",Health,109,371
Americaneagle.com,"Business Products & Services",109,371
Adpearance,"Advertising & Marketing",108,372
"Siteline Interior Carpentry",Construction,108,372
"Marathon TS","Government Services",108,372
"Transportation Insight","Logistics & Transportation",108,372
"Rectangle Health",Health,108,372
"Smart Chemical Services",Energy,108,372
"Anchor Worldwide","Advertising & Marketing",107,373
"GuidePoint Security",Security,107,373
"MKD Electric",Construction,107,373
YapStone,"Financial Services",107,373
VideoAmp,"Advertising & Marketing",106,374
"Health Union",Health,106,374
FHE,Manufacturing,106,374
"DMB Financial","Financial Services",106,374
Splash,"Advertising & Marketing",106,374
Levelset,Software,106,374
"SADA Systems","IT Management",106,374
"Sealink International","Logistics & Transportation",106,374
Girikon,"IT Management",105,375
Synup,"IT Management",105,375
"InGenius Prep",Education,105,375
"GP Transco","Logistics & Transportation",105,375
"BPO USA","Advertising & Marketing",105,375
"Mid America Logistics","Logistics & Transportation",105,375
"Bayless Integrated Healthcare",Health,105,375
"Modus Create",Software,105,375
"Blue Canyon Technologies",Engineering,104,376
Tipalti,Software,104,376
"Storm Smart",Manufacturing,104,376
"The Spur Group","Business Products & Services",104,376
Improving,"IT Management",104,376
"ShoppersChoice.com dba BBQGuys","Consumer Products & Services",104,376
"Forward Financing","Financial Services",103,377
"NextGen Federal Systems","IT System Development",103,377
EBQuickstart,"Business Products & Services",103,377
"MFS Supply",Security,103,377
Dymax,Manufacturing,103,377
"DSD Merchandisers","Food & Beverage",102,378
"Incredible Technologies",Manufacturing,102,378
"Azalea Health Innovations",Health,102,378
"Apps Solutions","IT System Development",102,378
"Paradyme Management","IT Management",102,378
"Budget Dumpster","Environmental Services",102,378
Cenero,"Business Products & Services",102,378
"United Franchise Group","Business Products & Services",102,378
Avian,"Government Services",102,378
MuteSix,"Advertising & Marketing",101,379
AdvisoryCloud,"Business Products & Services",101,379
"Hiatus Spa Retreat","Consumer Products & Services",101,379
"Illegal Pete's","Food & Beverage",101,379
"Brewer Enterprises",Construction,101,379
"Velocity Global","Business Products & Services",100,380
"Della Infotech","IT Management",100,380
"Softeq Development",Software,100,380
"Retail Cloud Technologies",Software,100,380
rewardStyle,"Business Products & Services",100,380
Reorg,Media,100,380
Akshaya,Software,100,380
Trintech,Software,100,380
"Tidewater Fleet Supply","Logistics & Transportation",100,380
Interactions,"Business Products & Services",100,380
"Procare Ambulance of Maryland",Health,100,380
"Kanda Software",Software,100,380
"Natalie's Orchid Island Juice Company","Food & Beverage",100,380
"Total Care Connections",Health,100,380
Pattern,"Advertising & Marketing",99,381
PropLogix,"Real Estate",99,381
MedBridge,Health,99,381
Engineer.ai,"IT System Development",99,381
"Point of Rental Software",Software,99,381
IntelliWare,"Government Services",99,381
"Advanced Clinical",Health,99,381
"Medicus Healthcare Solutions",Health,99,381
"Linux Academy",Education,98,382
Fyzical,Health,98,382
"IronMountain Solutions","Government Services",98,382
"DRT Strategies","Government Services",98,382
"Rad Power Bikes",Manufacturing,97,383
Skuid,Software,97,383
"Reliance Partners",Insurance,97,383
ClearCompany,Software,97,383
"Meredith Lodging","Real Estate",97,383
Perceptyx,"Human Resources",97,383
"APIC Solutions",Construction,97,383
Conti,"Real Estate",97,383
"Infutor Data Solutions","Business Products & Services",97,383
CentralReach,Software,96,384
"Staffing Specifix","Human Resources",96,384
"Ardent Eagle Solutions","Government Services",96,384
"STP Investment Services","Financial Services",96,384
"ORC Utility & Infrastructure Land Services","Real Estate",95,385
Gather,Software,95,385
"Hawke Media","Advertising & Marketing",95,385
"Moore Solar / Heating / Cooling",Construction,95,385
"Logistics Plus","Logistics & Transportation",95,385
"TeleSolv Consulting","Business Products & Services",95,385
"Environmental Works","Environmental Services",95,385
"Lincoln Security Services",Security,95,385
"vCORE Technology Partners","IT Management",95,385
Swanktek,"IT Services",95,385
"Morales Group","Human Resources",95,385
DecisionPoint,"IT Management",94,386
"Advantage Media Group",Media,94,386
"Southern Striping Solutions",Construction,94,386
"Smilepoint PLLC",Health,94,386
"Impiger Technologies",Software,94,386
SimpleNexus,Software,93,387
FullContact,"Business Products & Services",93,387
"Sophus IT Solutions","IT Management",93,387
"Kent Power",Construction,93,387
"Equus Software",Software,93,387
"Competitive Range Solutions","IT Management",92,388
Telarus,Telecommunications,92,388
CardioSolution,Health,92,388
"Millhouse Logistics","Logistics & Transportation",91,389
"Kerberos International","Government Services",91,389
"P.J. Wallbank Springs",Manufacturing,91,389
"Accord Group",Construction,91,389
"Take2 Consulting","IT Management",90,390
"Domino Data Lab",Software,90,390
Alivi,Health,90,390
SOCi,"Advertising & Marketing",90,390
Hireology,"Business Products & Services",90,390
Softrams,"IT System Development",90,390
"Commercial Services",Construction,90,390
Biotrans,"Logistics & Transportation",90,390
"Stone Tower Winery","Food & Beverage",90,390
"Branded Online","Business Products & Services",90,390
"Hancock Claims Consultants",Insurance,90,390
"Lake Homes Realty","Real Estate",90,390
"Edgewater Federal Solutions","IT Management",90,390
"Culture Studio","Consumer Products & Services",90,390
"California CareGivers Home Healthcare",Health,90,390
FieldEdge,Software,90,390
Sendero,"Business Products & Services",90,390
Infomatics,"IT Management",90,390
"Tint World",Retail,90,390
"Gemini Tech Services","Government Services",90,390
"Aura Financial Corporation","Financial Services",89,391
"Disruptive Advertising","Advertising & Marketing",89,391
"Boardroom Salon for Men","Consumer Products & Services",89,391
Optomi,"Human Resources",89,391
Servsys,"IT Management",89,391
"Mosaic Technologies Group","Government Services",89,391
Untappd,Software,88,392
Koddi,Software,88,392
"Smart City Locating","Real Estate",88,392
"OH Partners","Advertising & Marketing",88,392
iClick,"Business Products & Services",88,392
"OnPrem Solution Partners","Business Products & Services",88,392
Turbonomic,Software,88,392
SiteLock,Security,88,392
PrimeRevenue,"Financial Services",88,392
"Thought Logic Consulting","Business Products & Services",87,393
"Alchemy 365","Consumer Products & Services",87,393
"Greenhouse Software",Software,87,393
Nuvolo,Software,87,393
"Need Supply Co.",Retail,87,393
"Rescue One Financial","Financial Services",87,393
VersaTech,"IT Management",87,393
"PCI Group","Business Products & Services",87,393
"Vivax Pros",Construction,87,393
Buildium,Software,87,393
"Trideum Corporation","Government Services",87,393
"HMS Global Maritime","Travel & Hospitality",87,393
"BlueSky Resource Solutions","Business Products & Services",86,394
Y-Tech,"Government Services",86,394
"Ripple Effect","Government Services",86,394
"Staff Matters","Human Resources",86,394
"Quadrant Resource",Software,85,395
MobiChord,Software,85,395
Merchology,"Business Products & Services",85,395
Baseballism,Retail,85,395
"Income Store","Advertising & Marketing",85,395
Digitalspec,"Government Services",85,395
"Obsidian Solutions Group","Government Services",85,395
"Austin Capital Bank","Financial Services",85,395
"Bridge Marketing","Advertising & Marketing",85,395
"Lenora Systems","IT System Development",85,395
"VOX DJs","Consumer Products & Services",85,395
"BOS Staffing","Human Resources",85,395
"Stoneridge Software",Software,85,395
"OAC Services",Construction,85,395
IGNW,Software,85,395
"Edge Financial","Financial Services",85,395
"Tachyon Technologies","IT System Development",85,395
"Roadway Moving Company","Consumer Products & Services",85,395
"DeAngelis Diamond",Construction,85,395
"The Perfect Workout",Health,85,395
"HNM Systems",Telecommunications,85,395
Feedonomics,"Advertising & Marketing",84,396
"Sapper Consulting","Advertising & Marketing",84,396
"Becker Logistics","Logistics & Transportation",84,396
ConsumerAffairs,Media,84,396
"Tyler Petroleum",Retail,84,396
"NetPlanner Systems",Telecommunications,84,396
"Audio Visual Management Solutions","Travel & Hospitality",84,396
phData,"IT Management",83,397
ClickFunnels,Software,83,397
SBGA,"Business Products & Services",83,397
"Pointe Pest Control-ID","Consumer Products & Services",83,397
"Onestaff Medical",Health,83,397
"Grand River Aseptic Manufacturing",Health,83,397
"Bevara Building Services","Business Products & Services",83,397
"Culver Equipment","Business Products & Services",83,397
"Town Square Mortgage","Financial Services",83,397
OwnBackup,Software,82,398
BoxyCharm,"Consumer Products & Services",82,398
"Fieldwork Brewing Company","Food & Beverage",82,398
"Rescue | The Behavior Change Agency","Advertising & Marketing",82,398
"Liquid Web","IT Management",82,398
"LaSalle Network","Human Resources",82,398
"The Pet Loss Center","Consumer Products & Services",81,399
Neogov,"Human Resources",81,399
CampusLogic,Software,80,400
"Evergreen Market",Retail,80,400
RevUnit,"Business Products & Services",80,400
"Cira Infotech","IT Management",80,400
"Axiologic Solutions","Government Services",80,400
"Home View Technologies",Security,80,400
EnableIT,Security,80,400
"Optimum RV",Retail,80,400
"Dream Finders Homes",Construction,80,400
"Rx Savings Solutions",Software,80,400
"Precise Software Solutions","IT System Development",80,400
"InfiniSource Consulting Solutions","Government Services",80,400
"Mortgage Financial Services","Financial Services",80,400
"Nou Systems","Government Services",80,400
"BCV Social","Advertising & Marketing",80,400
"Weisser Distributing","Consumer Products & Services",80,400
Fonteva,Software,80,400
"365 Retail Markets",Software,80,400
"Chesapeake Plumbing & Heating",Construction,80,400
"Appraisal Nation","Real Estate",80,400
"National Funding","Financial Services",80,400
"EcoMark Solar",Energy,80,400
"Concierge Auctions","Real Estate",80,400
RevenueWell,Software,80,400
"Capstone Consulting","IT Management",80,400
